"store_id","date","weekly_sales","non_promo_median"
1,"2012-01-27","720.98","10217.98"
1,"2012-02-03","1175.9","10217.98"
1,"2012-02-10","973.9","10217.98"
1,"2012-02-17","762.59","10217.98"
1,"2012-02-24","988.95","10217.98"
1,"2012-03-02","761.16","10217.98"
1,"2012-03-09","1514.62","10217.98"
1,"2012-03-16","1273.4","10217.98"
1,"2012-03-23","1057.43","10217.98"
1,"2012-03-30","973.05","10217.98"
1,"2012-04-06","875.56","10217.98"
1,"2012-04-13","753.73","10217.98"
1,"2012-04-20","1162.5","10217.98"
1,"2012-04-27","524.17","10217.98"
1,"2012-05-04","1155.4","10217.98"
1,"2012-05-11","1848.79","10217.98"
1,"2012-05-18","1441.88","10217.98"
1,"2012-05-25","1036.21","10217.98"
1,"2012-06-01","1406","10217.98"
1,"2012-06-08","1242.44","10217.98"
1,"2012-06-15","951.49","10217.98"
1,"2012-06-22","1174.7","10217.98"
1,"2012-06-29","1040.98","10217.98"
1,"2012-07-06","1195.29","10217.98"
1,"2012-07-13","1003.66","10217.98"
1,"2012-07-20","955.74","10217.98"
1,"2012-07-27","1016.28","10217.98"
1,"2012-08-03","901.62","10217.98"
1,"2012-08-10","875.1","10217.98"
1,"2012-08-17","1192.39","10217.98"
1,"2012-08-24","1328.49","10217.98"
1,"2012-08-31","900.06","10217.98"
1,"2012-09-07","1225.7","10217.98"
1,"2012-09-14","733.78","10217.98"
1,"2012-09-21","1015.46","10217.98"
1,"2012-09-28","1385.85","10217.98"
1,"2012-10-05","1192.58","10217.98"
1,"2012-10-12","1415.68","10217.98"
1,"2012-10-19","1247.56","10217.98"
1,"2012-10-26","1640.81","10217.98"
1,"2010-02-12","3697.7","10217.98"
1,"2010-09-10","2715.5","10217.98"
1,"2010-11-26","5994.53","10217.98"
1,"2010-12-31","3361.51","10217.98"
1,"2011-02-11","3232.53","10217.98"
1,"2011-09-09","3991.02","10217.98"
1,"2011-11-11","3114.01","10217.98"
1,"2011-11-18","2690.25","10217.98"
1,"2011-11-25","5425","10217.98"
1,"2011-12-02","3117.17","10217.98"
1,"2011-12-09","2944.45","10217.98"
1,"2011-12-16","3619.16","10217.98"
1,"2011-12-23","5524.27","10217.98"
1,"2011-12-30","4009.01","10217.98"
1,"2012-01-06","3246.33","10217.98"
1,"2012-01-13","4485.95","10217.98"
1,"2012-01-20","3937.59","10217.98"
1,"2012-01-27","3364.8","10217.98"
1,"2012-02-03","4206.91","10217.98"
1,"2012-02-10","6051.57","10217.98"
1,"2012-02-17","5569.54","10217.98"
1,"2012-02-24","4455.36","10217.98"
1,"2012-03-02","5446.7","10217.98"
1,"2012-03-09","7272.2","10217.98"
1,"2012-03-16","5040.41","10217.98"
1,"2012-03-23","3909.02","10217.98"
1,"2012-03-30","5264.6","10217.98"
1,"2012-04-06","3868.02","10217.98"
1,"2012-04-13","3449.45","10217.98"
1,"2012-04-20","4246.85","10217.98"
1,"2012-04-27","4844.73","10217.98"
1,"2012-05-04","4647.31","10217.98"
1,"2012-05-11","4418.12","10217.98"
1,"2012-05-18","5296.28","10217.98"
1,"2012-05-25","4614.33","10217.98"
1,"2012-06-01","4353.92","10217.98"
1,"2012-06-08","4943.11","10217.98"
1,"2012-06-15","3948.1","10217.98"
1,"2012-06-22","5218.84","10217.98"
1,"2012-06-29","4847.43","10217.98"
1,"2012-07-06","5485.86","10217.98"
1,"2012-07-13","3737.06","10217.98"
1,"2012-07-20","4831.71","10217.98"
1,"2012-07-27","3810.16","10217.98"
1,"2012-08-03","4708.44","10217.98"
1,"2012-08-10","4534.37","10217.98"
1,"2012-08-17","3980.4","10217.98"
1,"2012-08-24","3452.67","10217.98"
1,"2012-08-31","4602.26","10217.98"
1,"2012-09-07","4342.34","10217.98"
1,"2012-09-14","3548.56","10217.98"
1,"2012-09-21","3532.28","10217.98"
1,"2012-09-28","3200.54","10217.98"
1,"2012-10-05","4184.73","10217.98"
1,"2012-10-12","3126.49","10217.98"
1,"2012-10-19","3640.07","10217.98"
1,"2012-10-26","2680.53","10217.98"
1,"2010-02-12","8735.83","10217.98"
1,"2010-09-10","7966.59","10217.98"
1,"2010-11-26","9093.19","10217.98"
1,"2010-12-31","6349.45","10217.98"
1,"2011-02-11","8058.65","10217.98"
1,"2011-09-09","8021.04","10217.98"
1,"2011-11-11","8742.41","10217.98"
1,"2011-11-18","7820.46","10217.98"
1,"2011-11-25","10158.02","10217.98"
1,"2011-12-02","7854.17","10217.98"
1,"2011-12-09","9686.83","10217.98"
1,"2011-12-30","7329.41","10217.98"
1,"2012-01-06","7154.5","10217.98"
1,"2012-01-13","7090.86","10217.98"
1,"2012-01-20","7062.96","10217.98"
1,"2012-01-27","6843.13","10217.98"
1,"2012-02-03","8168.45","10217.98"
1,"2012-02-10","8467.27","10217.98"
1,"2012-02-17","9065.08","10217.98"
1,"2012-02-24","8042.3","10217.98"
1,"2012-03-02","9722.09","10217.98"
1,"2012-03-09","7309.95","10217.98"
1,"2012-03-16","8184.24","10217.98"
1,"2012-03-23","7602.33","10217.98"
1,"2012-03-30","8410.81","10217.98"
1,"2012-04-06","10083.36","10217.98"
1,"2012-04-13","7223.96","10217.98"
1,"2012-04-20","6508.01","10217.98"
1,"2012-04-27","7561.57","10217.98"
1,"2012-05-04","7873.18","10217.98"
1,"2012-05-11","7120.67","10217.98"
1,"2012-05-18","7124.99","10217.98"
1,"2012-05-25","6872.63","10217.98"
1,"2012-06-01","7206.04","10217.98"
1,"2012-06-08","7373.09","10217.98"
1,"2012-06-15","7345.49","10217.98"
1,"2012-06-22","7768.11","10217.98"
1,"2012-06-29","6490.2","10217.98"
1,"2012-07-06","7500.71","10217.98"
1,"2012-07-13","6717.31","10217.98"
1,"2012-07-20","6321.9","10217.98"
1,"2012-07-27","6371.95","10217.98"
1,"2012-08-03","6393.77","10217.98"
1,"2012-08-10","6752.85","10217.98"
1,"2012-08-17","6182.36","10217.98"
1,"2012-08-24","6965.28","10217.98"
1,"2012-08-31","7031.77","10217.98"
1,"2012-09-07","8258.47","10217.98"
1,"2012-09-14","8013.36","10217.98"
1,"2012-09-21","7085.79","10217.98"
1,"2012-09-28","7737.13","10217.98"
1,"2012-10-05","7790.01","10217.98"
1,"2012-10-12","7020.8","10217.98"
1,"2012-10-19","7614.71","10217.98"
1,"2012-10-26","8194.63","10217.98"
1,"2010-09-10","8800.21","10217.98"
1,"2011-09-09","9716.37","10217.98"
1,"2011-11-11","6596.53","10217.98"
1,"2011-11-18","7206.64","10217.98"
1,"2011-12-02","7882.59","10217.98"
1,"2011-12-09","10035.25","10217.98"
1,"2011-12-16","9596.7","10217.98"
1,"2012-01-06","8998.71","10217.98"
1,"2012-01-13","8429.49","10217.98"
1,"2012-01-20","6176.87","10217.98"
1,"2012-01-27","5593.64","10217.98"
1,"2012-02-03","9723.63","10217.98"
1,"2012-02-24","8625.07","10217.98"
1,"2012-03-16","7827.86","10217.98"
1,"2012-03-23","6592.15","10217.98"
1,"2012-03-30","8538.98","10217.98"
1,"2012-04-06","7462.34","10217.98"
1,"2012-04-13","5901.71","10217.98"
1,"2012-04-20","7171.34","10217.98"
1,"2012-04-27","6068.54","10217.98"
1,"2012-05-04","7884.36","10217.98"
1,"2012-05-11","6363.42","10217.98"
1,"2012-05-18","6752.83","10217.98"
1,"2012-05-25","6878.26","10217.98"
1,"2012-06-01","6332.62","10217.98"
1,"2012-06-08","6816.23","10217.98"
1,"2012-06-15","5764.52","10217.98"
1,"2012-06-22","7233.96","10217.98"
1,"2012-06-29","6008.22","10217.98"
1,"2012-07-06","6382.12","10217.98"
1,"2012-07-13","5881.8","10217.98"
1,"2012-07-20","6767.52","10217.98"
1,"2012-07-27","7170.57","10217.98"
1,"2012-08-03","7160.87","10217.98"
1,"2012-08-10","7229.94","10217.98"
1,"2012-08-17","7788.49","10217.98"
1,"2012-08-24","6364.81","10217.98"
1,"2012-08-31","5742.4","10217.98"
1,"2012-09-07","7669.83","10217.98"
1,"2012-09-14","5462.99","10217.98"
1,"2012-09-21","5663.49","10217.98"
1,"2012-09-28","6892.92","10217.98"
1,"2012-10-05","7821.14","10217.98"
1,"2012-10-12","8966.16","10217.98"
1,"2012-10-19","8236.39","10217.98"
1,"2012-10-26","8236.88","10217.98"
1,"2010-02-12","8050.24","10217.98"
1,"2010-09-10","4214.57","10217.98"
1,"2010-12-31","4562.4","10217.98"
1,"2011-02-11","7695.45","10217.98"
1,"2011-09-09","4212.08","10217.98"
1,"2011-11-11","6053.49","10217.98"
1,"2011-11-18","4818.2","10217.98"
1,"2011-12-02","6760.41","10217.98"
1,"2011-12-09","9842.25","10217.98"
1,"2011-12-30","4818.81","10217.98"
1,"2012-01-06","4539.89","10217.98"
1,"2012-01-13","3087.45","10217.98"
1,"2012-01-20","3119.12","10217.98"
1,"2012-01-27","3534.93","10217.98"
1,"2012-02-03","5455.8","10217.98"
1,"2012-02-10","7473.32","10217.98"
1,"2012-02-17","6598.42","10217.98"
1,"2012-02-24","5345.89","10217.98"
1,"2012-03-02","6269.69","10217.98"
1,"2012-03-09","5554.83","10217.98"
1,"2012-03-16","4842.19","10217.98"
1,"2012-03-23","5184.95","10217.98"
1,"2012-03-30","5401.75","10217.98"
1,"2012-04-06","7077.44","10217.98"
1,"2012-04-13","4986.97","10217.98"
1,"2012-04-20","5047.11","10217.98"
1,"2012-04-27","3328.23","10217.98"
1,"2012-05-04","5753.71","10217.98"
1,"2012-05-11","4449.04","10217.98"
1,"2012-05-18","4439.01","10217.98"
1,"2012-05-25","4830.18","10217.98"
1,"2012-06-01","3853.81","10217.98"
1,"2012-06-08","3810.35","10217.98"
1,"2012-06-15","3670.73","10217.98"
1,"2012-06-22","4129.07","10217.98"
1,"2012-06-29","3729.35","10217.98"
1,"2012-07-06","4671.82","10217.98"
1,"2012-07-13","4537.83","10217.98"
1,"2012-07-20","5164.1","10217.98"
1,"2012-07-27","5974.25","10217.98"
1,"2012-08-03","8003.97","10217.98"
1,"2012-08-10","8870.23","10217.98"
1,"2012-09-07","5138.69","10217.98"
1,"2012-09-14","4980.64","10217.98"
1,"2012-09-21","4979.52","10217.98"
1,"2012-09-28","4364.69","10217.98"
1,"2012-10-05","7322.07","10217.98"
1,"2012-10-12","7733.2","10217.98"
1,"2012-10-19","5355.52","10217.98"
1,"2012-10-26","7106.74","10217.98"
1,"2010-09-10","8239.24","10217.98"
1,"2010-12-31","7182.16","10217.98"
1,"2011-02-11","8484.31","10217.98"
1,"2011-09-09","9241.48","10217.98"
1,"2011-11-18","8130.08","10217.98"
1,"2011-12-30","9327.8","10217.98"
1,"2012-01-06","7359.16","10217.98"
1,"2012-01-13","6384.22","10217.98"
1,"2012-01-20","5272.76","10217.98"
1,"2012-01-27","6350.26","10217.98"
1,"2012-02-03","8798.84","10217.98"
1,"2012-02-10","10179.01","10217.98"
1,"2012-04-20","10115.85","10217.98"
1,"2012-05-11","10206.26","10217.98"
1,"2012-05-18","10029.04","10217.98"
1,"2012-06-22","9848.45","10217.98"
1,"2012-06-29","9566.04","10217.98"
1,"2012-07-13","8281.23","10217.98"
1,"2012-07-20","9237.46","10217.98"
1,"2012-07-27","8528.82","10217.98"
1,"2012-08-03","10019.2","10217.98"
1,"2012-08-10","8614.67","10217.98"
1,"2012-08-17","9780.51","10217.98"
1,"2012-09-07","7461.45","10217.98"
1,"2012-09-14","7541.58","10217.98"
1,"2012-09-21","7804.28","10217.98"
1,"2012-09-28","7685.71","10217.98"
1,"2012-10-19","8702.47","10217.98"
1,"2010-02-12","10050.92","10217.98"
1,"2010-09-10","6160","10217.98"
1,"2010-12-31","5003.84","10217.98"
1,"2011-02-11","7738.63","10217.98"
1,"2011-09-09","4217.53","10217.98"
1,"2011-11-11","7693.46","10217.98"
1,"2011-11-18","5878.78","10217.98"
1,"2011-11-25","8690.17","10217.98"
1,"2011-12-02","7107.23","10217.98"
1,"2011-12-09","8443.46","10217.98"
1,"2011-12-16","9502.94","10217.98"
1,"2011-12-30","5036.62","10217.98"
1,"2012-01-06","4220.51","10217.98"
1,"2012-01-13","4369.57","10217.98"
1,"2012-01-20","4492.42","10217.98"
1,"2012-01-27","4667.16","10217.98"
1,"2012-02-03","6969.74","10217.98"
1,"2012-02-10","9120.37","10217.98"
1,"2012-02-17","7499.33","10217.98"
1,"2012-02-24","7457.98","10217.98"
1,"2012-03-02","8247.41","10217.98"
1,"2012-03-09","7890.21","10217.98"
1,"2012-03-16","7462.19","10217.98"
1,"2012-03-23","7313.8","10217.98"
1,"2012-03-30","7592.79","10217.98"
1,"2012-04-06","8152.94","10217.98"
1,"2012-04-13","6095.14","10217.98"
1,"2012-04-20","6869.49","10217.98"
1,"2012-04-27","6317.77","10217.98"
1,"2012-05-04","6788.13","10217.98"
1,"2012-05-11","5958.51","10217.98"
1,"2012-05-18","5783.96","10217.98"
1,"2012-05-25","5069.36","10217.98"
1,"2012-06-01","5319.66","10217.98"
1,"2012-06-08","5082.27","10217.98"
1,"2012-06-15","5688.08","10217.98"
1,"2012-06-22","5852.37","10217.98"
1,"2012-06-29","5615.89","10217.98"
1,"2012-07-06","5851.77","10217.98"
1,"2012-07-13","4375.44","10217.98"
1,"2012-07-20","5279.41","10217.98"
1,"2012-07-27","4350.86","10217.98"
1,"2012-08-03","5764.11","10217.98"
1,"2012-08-10","5498.9","10217.98"
1,"2012-08-17","4924.3","10217.98"
1,"2012-08-24","5369.29","10217.98"
1,"2012-08-31","5602.58","10217.98"
1,"2012-09-07","5011.22","10217.98"
1,"2012-09-14","6001.13","10217.98"
1,"2012-09-21","6550.81","10217.98"
1,"2012-09-28","5035.97","10217.98"
1,"2012-10-05","8784.99","10217.98"
1,"2012-10-19","7004.13","10217.98"
1,"2012-10-26","7412.16","10217.98"
1,"2010-02-12","2339.5","10217.98"
1,"2010-09-10","832.26","10217.98"
1,"2010-11-26","2099.1","10217.98"
1,"2010-12-31","1624.8","10217.98"
1,"2011-02-11","1643.21","10217.98"
1,"2011-09-09","786.47","10217.98"
1,"2011-11-11","1882.59","10217.98"
1,"2011-11-18","1707.85","10217.98"
1,"2011-11-25","1992.88","10217.98"
1,"2011-12-02","1752.13","10217.98"
1,"2011-12-09","2606.7","10217.98"
1,"2011-12-16","4225.6","10217.98"
1,"2011-12-23","5131.93","10217.98"
1,"2011-12-30","2882.08","10217.98"
1,"2012-01-06","1788.6","10217.98"
1,"2012-01-13","1623.81","10217.98"
1,"2012-01-20","1451.96","10217.98"
1,"2012-01-27","966.46","10217.98"
1,"2012-02-03","1915.13","10217.98"
1,"2012-02-10","2367.25","10217.98"
1,"2012-02-17","2538.15","10217.98"
1,"2012-02-24","1784.56","10217.98"
1,"2012-03-02","1550.19","10217.98"
1,"2012-03-09","1418.25","10217.98"
1,"2012-03-16","1461.99","10217.98"
1,"2012-03-23","1269.16","10217.98"
1,"2012-03-30","1409.77","10217.98"
1,"2012-04-06","1429.08","10217.98"
1,"2012-04-13","983.69","10217.98"
1,"2012-04-20","970.43","10217.98"
1,"2012-04-27","1019.53","10217.98"
1,"2012-05-04","1033.05","10217.98"
1,"2012-05-11","887.99","10217.98"
1,"2012-05-18","921","10217.98"
1,"2012-05-25","775.09","10217.98"
1,"2012-06-01","1030.9","10217.98"
1,"2012-06-08","1033.86","10217.98"
1,"2012-06-15","822.19","10217.98"
1,"2012-06-22","1030.06","10217.98"
1,"2012-06-29","1010.07","10217.98"
1,"2012-07-06","993.52","10217.98"
1,"2012-07-13","1018.36","10217.98"
1,"2012-07-20","1241.1","10217.98"
1,"2012-07-27","938.36","10217.98"
1,"2012-08-03","1145.67","10217.98"
1,"2012-08-10","1122.14","10217.98"
1,"2012-08-17","1476.09","10217.98"
1,"2012-08-24","1643.59","10217.98"
1,"2012-08-31","1580.28","10217.98"
1,"2012-09-07","1060.29","10217.98"
1,"2012-09-14","857.88","10217.98"
1,"2012-09-21","1047.27","10217.98"
1,"2012-09-28","948.57","10217.98"
1,"2012-10-05","1492.09","10217.98"
1,"2012-10-12","1536.58","10217.98"
1,"2012-10-19","1841.73","10217.98"
1,"2012-10-26","1712.02","10217.98"
1,"2010-02-12","1008.36","10217.98"
1,"2010-09-10","478.76","10217.98"
1,"2010-11-26","932.76","10217.98"
1,"2010-12-31","516.85","10217.98"
1,"2011-02-11","780.76","10217.98"
1,"2011-09-09","483.05","10217.98"
1,"2011-11-11","788.61","10217.98"
1,"2011-11-18","648.03","10217.98"
1,"2011-11-25","526.29","10217.98"
1,"2011-12-02","685.52","10217.98"
1,"2011-12-09","820.59","10217.98"
1,"2011-12-16","853.19","10217.98"
1,"2011-12-23","903.97","10217.98"
1,"2011-12-30","714.86","10217.98"
1,"2012-01-06","557.94","10217.98"
1,"2012-01-13","539.86","10217.98"
1,"2012-01-20","634.48","10217.98"
1,"2012-01-27","641.94","10217.98"
1,"2012-02-03","571.7","10217.98"
1,"2012-02-10","745.15","10217.98"
1,"2012-02-17","845.62","10217.98"
1,"2012-02-24","734.59","10217.98"
1,"2012-03-02","633.51","10217.98"
1,"2012-03-09","657.41","10217.98"
1,"2012-03-16","513.24","10217.98"
1,"2012-03-23","457.22","10217.98"
1,"2012-03-30","502.86","10217.98"
1,"2012-04-06","655.22","10217.98"
1,"2012-04-13","434.56","10217.98"
1,"2012-04-20","527.48","10217.98"
1,"2012-04-27","354.59","10217.98"
1,"2012-05-04","564.69","10217.98"
1,"2012-05-11","420.08","10217.98"
1,"2012-05-18","427.37","10217.98"
1,"2012-05-25","300.15","10217.98"
1,"2012-06-01","352.99","10217.98"
1,"2012-06-08","389.31","10217.98"
1,"2012-06-15","419.35","10217.98"
1,"2012-06-22","371.9","10217.98"
1,"2012-06-29","439.75","10217.98"
1,"2012-07-06","416.06","10217.98"
1,"2012-07-13","331.24","10217.98"
1,"2012-07-20","310.65","10217.98"
1,"2012-07-27","258.1","10217.98"
1,"2012-08-03","303.36","10217.98"
1,"2012-08-10","307.87","10217.98"
1,"2012-08-17","312.75","10217.98"
1,"2012-08-24","307.34","10217.98"
1,"2012-08-31","283.4","10217.98"
1,"2012-09-07","374.15","10217.98"
1,"2012-09-14","403.87","10217.98"
1,"2012-09-21","490.61","10217.98"
1,"2012-09-28","402.73","10217.98"
1,"2012-10-05","641.7","10217.98"
1,"2012-10-12","596.37","10217.98"
1,"2012-10-19","656.45","10217.98"
1,"2012-10-26","742.48","10217.98"
1,"2010-02-12","7696.61","10217.98"
1,"2010-09-10","3701.66","10217.98"
1,"2010-11-26","6603.2","10217.98"
1,"2010-12-31","5104.15","10217.98"
1,"2011-02-11","6388.13","10217.98"
1,"2011-09-09","3210.79","10217.98"
1,"2011-11-11","4530.75","10217.98"
1,"2011-11-18","4334.62","10217.98"
1,"2011-11-25","5641.46","10217.98"
1,"2011-12-02","5466.91","10217.98"
