"store_id","month","monthly_sales"
4,"2010-09-01","7512322.68"
4,"2010-10-01","9522604.02"
4,"2010-11-01","8900188.90"
4,"2010-12-01","12466674.30"
4,"2011-01-01","7428613.52"
4,"2011-02-01","8701523.58"
4,"2011-03-01","8203913.86"
4,"2011-04-01","10034555.89"
4,"2011-05-01","8068206.56"
4,"2011-06-01","8288884.07"
4,"2011-07-01","10193027.80"
4,"2011-08-01","8487108.44"
4,"2011-09-01","10208029.69"
4,"2011-10-01","8600688.22"
4,"2011-11-01","9732895.19"
4,"2011-12-01","13144846.51"
4,"2012-01-01","7923260.95"
4,"2012-02-01","9202336.89"
4,"2012-03-01","10804712.46"
4,"2012-04-01","8783910.07"
4,"2012-05-01","8685981.98"
4,"2012-06-01","10984471.62"
4,"2012-07-01","8548929.23"
4,"2012-08-01","10857845.15"
4,"2012-09-01","8390018.08"
4,"2012-10-01","8589722.81"
5,"2010-02-01","1202728.00"
5,"2010-03-01","1141138.68"
5,"2010-04-01","1553822.75"
5,"2010-05-01","1241824.97"
5,"2010-06-01","1243520.70"
5,"2010-07-01","1422175.50"
5,"2010-08-01","1165245.50"
5,"2010-09-01","1206021.31"
5,"2010-10-01","1417374.25"
5,"2010-11-01","1412885.08"
5,"2010-12-01","1829294.03"
5,"2011-01-01","1101385.70"
5,"2011-02-01","1292485.85"
5,"2011-03-01","1229041.93"
5,"2011-04-01","1565270.75"
5,"2011-05-01","1210598.71"
5,"2011-06-01","1241861.52"
5,"2011-07-01","1488829.34"
5,"2011-08-01","1221606.73"
5,"2011-09-01","1498625.82"
5,"2011-10-01","1208333.48"
5,"2011-11-01","1481403.37"
5,"2011-12-01","1931376.80"
5,"2012-01-01","1187031.43"
5,"2012-02-01","1351836.33"
5,"2012-03-01","1698513.07"
5,"2012-04-01","1409720.53"
5,"2012-05-01","1372987.35"
5,"2012-06-01","1683655.81"
5,"2012-07-01","1285450.55"
5,"2012-08-01","1610442.42"
5,"2012-09-01","1267898.02"
5,"2012-10-01","1301302.62"
6,"2010-02-01","6259010.24"
6,"2010-03-01","6325062.47"
6,"2010-04-01","7995878.23"
6,"2010-05-01","6320388.54"
6,"2010-06-01","6860962.56"
6,"2010-07-01","8127765.74"
6,"2010-08-01","6171593.19"
6,"2010-09-01","5519280.35"
6,"2010-10-01","6751407.94"
6,"2010-11-01","6787272.46"
6,"2010-12-01","9793698.97"
6,"2011-01-01","5204924.11"
6,"2011-02-01","5996637.31"
6,"2011-03-01","6120956.66"
6,"2011-04-01","7561276.62"
6,"2011-05-01","5864600.16"
6,"2011-06-01","6469666.17"
6,"2011-07-01","7941223.14"
6,"2011-08-01","6000529.40"
6,"2011-09-01","6960197.58"
6,"2011-10-01","5705627.68"
6,"2011-11-01","6833798.54"
6,"2011-12-01","9869325.58"
6,"2012-01-01","5381449.24"
6,"2012-02-01","6214713.50"
6,"2012-03-01","7871777.22"
6,"2012-04-01","6368819.98"
6,"2012-05-01","6177965.85"
6,"2012-06-01","8287124.09"
6,"2012-07-01","6552092.78"
6,"2012-08-01","7837240.48"
6,"2012-09-01","5777978.98"
6,"2012-10-01","5845884.88"
7,"2010-02-01","2023674.14"
7,"2010-03-01","2061053.48"
7,"2010-04-01","2230043.44"
7,"2010-05-01","1606057.64"
7,"2010-06-01","2042623.05"
7,"2010-07-01","2899977.83"
7,"2010-08-01","2378701.98"
7,"2010-09-01","2045951.73"
7,"2010-10-01","2330553.05"
7,"2010-11-01","2305814.35"
7,"2010-12-01","3643627.46"
7,"2011-01-01","2243460.47"
7,"2011-02-01","2237009.21"
7,"2011-03-01","2304418.49"
7,"2011-04-01","2314366.59"
7,"2011-05-01","1702994.37"
7,"2011-06-01","2414430.64"
7,"2011-07-01","3450312.94"
7,"2011-08-01","2641213.98"
7,"2011-09-01","2789496.99"
7,"2011-10-01","2113856.50"
7,"2011-11-01","2609454.03"
7,"2011-12-01","3841626.31"
7,"2012-01-01","2426033.95"
7,"2012-02-01","2367863.41"
7,"2012-03-01","2998749.85"
7,"2012-04-01","2064014.02"
7,"2012-05-01","1926764.37"
7,"2012-06-01","3300080.88"
7,"2012-07-01","2872504.59"
7,"2012-08-01","3194898.04"
7,"2012-09-01","2195384.76"
7,"2012-10-01","2021262.60"
8,"2010-02-01","3810490.97"
8,"2010-03-01","3354290.23"
8,"2010-04-01","4342564.85"
8,"2010-05-01","3476533.57"
8,"2010-06-01","3557902.94"
8,"2010-07-01","4119065.06"
8,"2010-08-01","3520812.20"
8,"2010-09-01","3340894.60"
8,"2010-10-01","4168178.21"
8,"2010-11-01","3986106.52"
8,"2010-12-01","5527635.69"
8,"2011-01-01","3287636.78"
8,"2011-02-01","3923167.96"
8,"2011-03-01","3561911.22"
8,"2011-04-01","4529354.77"
8,"2011-05-01","3531210.05"
8,"2011-06-01","3613461.22"
8,"2011-07-01","4232558.45"
8,"2011-08-01","3556799.19"
8,"2011-09-01","4226210.71"
8,"2011-10-01","3575861.61"
8,"2011-11-01","3997099.58"
8,"2011-12-01","5477514.62"
8,"2012-01-01","3281908.34"
8,"2012-02-01","3973781.54"
8,"2012-03-01","4613717.40"
8,"2012-04-01","3708542.75"
8,"2012-05-01","3666440.43"
8,"2012-06-01","4544647.77"
8,"2012-07-01","3553755.10"
8,"2012-08-01","4636946.99"
8,"2012-09-01","3558250.61"
8,"2012-10-01","3695929.20"
9,"2010-02-01","2087284.20"
9,"2010-03-01","1972134.85"
9,"2010-04-01","2540761.94"
9,"2010-05-01","2083339.88"
9,"2010-06-01","2131114.29"
9,"2010-07-01","2419603.89"
9,"2010-08-01","2010828.47"
9,"2010-09-01","1912238.07"
9,"2010-10-01","2430655.45"
9,"2010-11-01","2326610.48"
9,"2010-12-01","3214648.24"
9,"2011-01-01","1866651.64"
9,"2011-02-01","2223984.06"
9,"2011-03-01","2072514.19"
9,"2011-04-01","2692736.65"
9,"2011-05-01","2156478.04"
9,"2011-06-01","2234497.68"
9,"2011-07-01","2548781.12"
9,"2011-08-01","2158647.43"
9,"2011-09-01","2589013.04"
9,"2011-10-01","2188955.34"
9,"2011-11-01","2549596.96"
9,"2011-12-01","3404113.50"
9,"2012-01-01","1957131.52"
9,"2012-02-01","2382247.85"
9,"2012-03-01","2870604.49"
9,"2012-04-01","2349659.87"
9,"2012-05-01","2297551.31"
9,"2012-06-01","2837723.93"
9,"2012-07-01","2125270.57"
9,"2012-08-01","2757521.41"
9,"2012-09-01","2139357.58"
9,"2012-10-01","2256961.05"
10,"2010-02-01","8489284.81"
10,"2010-03-01","7768843.74"
10,"2010-04-01","9626179.20"
10,"2010-05-01","7481720.32"
10,"2010-06-01","7364736.54"
10,"2010-07-01","9108079.77"
10,"2010-08-01","7622988.77"
10,"2010-09-01","6858654.21"
10,"2010-10-01","8603478.26"
10,"2010-11-01","8617237.06"
10,"2010-12-01","12930999.53"
10,"2011-01-01","6818438.72"
10,"2011-02-01","8158385.48"
10,"2011-03-01","7592005.50"
10,"2011-04-01","9358698.61"
10,"2011-05-01","7018273.82"
10,"2011-06-01","7062021.88"
10,"2011-07-01","8746330.47"
10,"2011-08-01","7486946.36"
10,"2011-09-01","8393679.31"
10,"2011-10-01","7010702.15"
10,"2011-11-01","8800295.92"
10,"2011-12-01","12471116.52"
10,"2012-01-01","6702933.45"
10,"2012-02-01","8294124.31"
10,"2012-03-01","9491886.89"
10,"2012-04-01","7628225.77"
10,"2012-05-01","7239801.55"
10,"2012-06-01","8882341.85"
10,"2012-07-01","7259142.39"
10,"2012-08-01","9062944.12"
10,"2012-09-01","6715172.25"
10,"2012-10-01","6952044.36"
11,"2010-02-01","5942396.07"
11,"2010-03-01","5368337.08"
11,"2010-04-01","6763295.37"
11,"2010-05-01","5115045.05"
11,"2010-06-01","5334441.04"
11,"2010-07-01","6367935.07"
11,"2010-08-01","5495429.46"
11,"2010-09-01","4921122.29"
11,"2010-10-01","6015834.31"
11,"2010-11-01","5664023.81"
11,"2010-12-01","8267278.68"
11,"2011-01-01","4661550.10"
11,"2011-02-01","5720529.46"
11,"2011-03-01","5335605.23"
11,"2011-04-01","6644689.40"
11,"2011-05-01","5065756.32"
11,"2011-06-01","5250358.33"
11,"2011-07-01","6402161.86"
11,"2011-08-01","5546263.86"
11,"2011-09-01","6244339.35"
11,"2011-10-01","5268451.65"
11,"2011-11-01","5988386.18"
11,"2011-12-01","8395491.15"
11,"2012-01-01","4918601.28"
11,"2012-02-01","5900100.91"
11,"2012-03-01","6894348.12"
11,"2012-04-01","5620672.30"
11,"2012-05-01","5320176.47"
11,"2012-06-01","6846523.18"
11,"2012-07-01","5398248.28"
11,"2012-08-01","6992010.00"
11,"2012-09-01","5125823.16"
11,"2012-10-01","5167561.98"
12,"2010-02-01","4361948.52"
12,"2010-03-01","4016316.65"
12,"2010-04-01","4959112.35"
12,"2010-05-01","3923120.96"
12,"2010-06-01","3979615.96"
12,"2010-07-01","4637818.27"
12,"2010-08-01","3848805.15"
12,"2010-09-01","3683679.53"
12,"2010-10-01","4444869.94"
12,"2010-11-01","4368037.06"
12,"2010-12-01","6147059.47"
12,"2011-01-01","3397346.60"
12,"2011-02-01","4307178.56"
12,"2011-03-01","4046530.16"
12,"2011-04-01","5005762.88"
12,"2011-05-01","3886655.48"
12,"2011-06-01","3951054.31"
12,"2011-07-01","4654491.69"
12,"2011-08-01","3929036.91"
12,"2011-09-01","4602286.44"
12,"2011-10-01","3808375.63"
12,"2011-11-01","4709598.08"
12,"2011-12-01","6283683.83"
12,"2012-01-01","3555417.84"
12,"2012-02-01","4610182.37"
12,"2012-03-01","5420146.14"
12,"2012-04-01","4223316.24"
12,"2012-05-01","4127429.17"
12,"2012-06-01","5011643.17"
12,"2012-07-01","3833729.79"
12,"2012-08-01","5058405.13"
12,"2012-09-01","3644189.45"
12,"2012-10-01","3850386.42"
13,"2010-02-01","7786278.95"
13,"2010-03-01","7542558.24"
13,"2010-04-01","9555618.05"
13,"2010-05-01","7626768.36"
13,"2010-06-01","8034361.74"
13,"2010-07-01","9546628.09"
13,"2010-08-01","7752389.90"
13,"2010-09-01","7179931.35"
13,"2010-10-01","9173784.27"
13,"2010-11-01","8486726.25"
13,"2010-12-01","12587690.25"
13,"2011-01-01","6830701.19"
13,"2011-02-01","7628040.02"
13,"2011-03-01","7407382.47"
13,"2011-04-01","9722597.18"
13,"2011-05-01","7672497.44"
13,"2011-06-01","8029007.42"
13,"2011-07-01","9894423.48"
13,"2011-08-01","8172158.70"
13,"2011-09-01","9432867.60"
13,"2011-10-01","7919169.71"
13,"2011-11-01","9028403.75"
13,"2011-12-01","12800264.37"
13,"2012-01-01","7206304.72"
13,"2012-02-01","8141310.40"
13,"2012-03-01","9835175.47"
13,"2012-04-01","8255063.39"
13,"2012-05-01","8252008.64"
13,"2012-06-01","10502135.11"
13,"2012-07-01","8155251.19"
13,"2012-08-01","10314251.00"
13,"2012-09-01","7951757.11"
13,"2012-10-01","8094197.99"
14,"2010-02-01","8627837.12"
14,"2010-03-01","8510195.38"
14,"2010-04-01","11096700.43"
14,"2010-05-01","8835226.91"
14,"2010-06-01","9107997.01"
14,"2010-07-01","10800283.49"
14,"2010-08-01","8350268.69"
14,"2010-09-01","8207762.40"
14,"2010-10-01","9800918.92"
14,"2010-11-01","9060778.82"
14,"2010-12-01","13064273.21"
14,"2011-01-01","6920749.25"
14,"2011-02-01","7871037.45"
14,"2011-03-01","7784262.93"
14,"2011-04-01","10068949.32"
14,"2011-05-01","8140592.27"
14,"2011-06-01","8363952.33"
14,"2011-07-01","9844705.90"
14,"2011-08-01","8165139.12"
14,"2011-09-01","9499817.19"
14,"2011-10-01","8035518.22"
14,"2011-11-01","8910303.89"
14,"2011-12-01","12491242.83"
14,"2012-01-01","6939868.82"
14,"2012-02-01","7850257.75"
14,"2012-03-01","9686365.52"
14,"2012-04-01","7948648.34"
14,"2012-05-01","7899988.12"
14,"2012-06-01","9306898.95"
14,"2012-07-01","6439316.12"
14,"2012-08-01","8201073.31"
14,"2012-09-01","6547171.22"
14,"2012-10-01","6621810.11"
15,"2010-02-01","2560291.49"
15,"2010-03-01","2395321.18"
15,"2010-04-01","3208173.84"
15,"2010-05-01","2617105.06"
15,"2010-06-01","2637053.35"
15,"2010-07-01","3251815.91"
15,"2010-08-01","2548969.91"
15,"2010-09-01","2412365.75"
15,"2010-10-01","2934258.23"
15,"2010-11-01","2960847.11"
15,"2010-12-01","4497326.48"
15,"2011-01-01","1957495.60"
15,"2011-02-01","2336972.79"
15,"2011-03-01","2189353.04"
15,"2011-04-01","2953700.89"
15,"2011-05-01","2491140.72"
15,"2011-06-01","2634599.80"
15,"2011-07-01","3118888.66"
15,"2011-08-01","2403699.73"
15,"2011-09-01","2868673.70"
15,"2011-10-01","2309531.40"
15,"2011-11-01","2898406.21"
15,"2011-12-01","4120162.36"
15,"2012-01-01","1929038.55"
15,"2012-02-01","2311689.75"
15,"2012-03-01","2780053.67"
15,"2012-04-01","2280718.68"
15,"2012-05-01","2451239.73"
15,"2012-06-01","3223284.66"
15,"2012-07-01","2432920.30"
15,"2012-08-01","2977327.54"
15,"2012-09-01","2201833.19"
15,"2012-10-01","2239424.64"
16,"2010-02-01","1862564.45"
16,"2010-03-01","1877060.14"
16,"2010-04-01","2104681.96"
16,"2010-05-01","1719718.63"
16,"2010-06-01","2138587.93"
16,"2010-07-01","2962456.29"
16,"2010-08-01","2233221.90"
16,"2010-09-01","2112986.30"
16,"2010-10-01","2395280.45"
16,"2010-11-01","2011010.23"
16,"2010-12-01","3311064.31"
16,"2011-01-01","1955191.67"
16,"2011-02-01","1912451.47"
16,"2011-03-01","1904986.59"
16,"2011-04-01","2073588.16"
16,"2011-05-01","1714328.04"
16,"2011-06-01","2282683.63"
16,"2011-07-01","2994354.16"
16,"2011-08-01","2268808.23"
16,"2011-09-01","2649441.26"
16,"2011-10-01","2047190.36"
16,"2011-11-01","2217017.30"
16,"2011-12-01","3401326.62"
16,"2012-01-01","2001427.10"
16,"2012-02-01","1939461.86"
16,"2012-03-01","2459590.76"
16,"2012-04-01","1788085.19"
16,"2012-05-01","1918366.18"
16,"2012-06-01","2857884.61"
16,"2012-07-01","2315404.00"
16,"2012-08-01","2762923.61"
16,"2012-09-01","2043214.03"
16,"2012-10-01","2016067.98"
17,"2010-02-01","3181251.48"
17,"2010-03-01","3092394.03"
17,"2010-04-01","4162077.51"
17,"2010-05-01","3357048.86"
17,"2010-06-01","3494146.79"
17,"2010-07-01","4399404.76"
17,"2010-08-01","3141809.94"
17,"2010-09-01","3759402.55"
17,"2010-10-01","4172277.66"
17,"2010-11-01","3461595.78"
17,"2010-12-01","4883511.08"
17,"2011-01-01","3333721.56"
17,"2011-02-01","3258033.95"
17,"2011-03-01","3155445.26"
17,"2011-04-01","4300747.64"
17,"2011-05-01","3489257.76"
17,"2011-06-01","3591617.59"
17,"2011-07-01","4519285.43"
17,"2011-08-01","3301918.54"
17,"2011-09-01","4824123.56"
17,"2011-10-01","3615938.18"
17,"2011-11-01","3945841.42"
17,"2011-12-01","5055908.87"
17,"2012-01-01","3650476.16"
17,"2012-02-01","3515967.63"
17,"2012-03-01","4293771.22"
17,"2012-04-01","3909874.57"
17,"2012-05-01","3827919.36"
17,"2012-06-01","4854607.00"
17,"2012-07-01","3859720.50"
17,"2012-08-01","4362039.52"
17,"2012-09-01","4237693.03"
17,"2012-10-01","3773309.64"
18,"2010-02-01","4612009.07"
18,"2010-03-01","4498750.38"
18,"2010-04-01","5757012.72"
18,"2010-05-01","4672776.11"
18,"2010-06-01","4849042.67"
18,"2010-07-01","5656300.22"
18,"2010-08-01","4607004.06"
18,"2010-09-01","4147422.02"
18,"2010-10-01","5176725.28"
18,"2010-11-01","4870334.79"
18,"2010-12-01","7131039.98"
18,"2011-01-01","3451824.98"
18,"2011-02-01","4278936.70"
18,"2011-03-01","3956437.76"
18,"2011-04-01","5024756.64"
18,"2011-05-01","4118424.92"
18,"2011-06-01","4324456.24"
18,"2011-07-01","5056181.11"
18,"2011-08-01","4011863.47"
18,"2011-09-01","4038609.17"
18,"2011-10-01","4128130.30"
18,"2011-11-01","4861719.86"
18,"2011-12-01","6966398.96"
18,"2012-01-01","3630523.31"
18,"2012-02-01","4365234.47"
18,"2012-03-01","5194352.31"
18,"2012-04-01","4186258.83"
18,"2012-05-01","4246352.16"
18,"2012-06-01","5463583.66"
18,"2012-07-01","4141082.05"
18,"2012-08-01","5330443.03"
18,"2012-09-01","4018240.19"
18,"2012-10-01","4342506.79"
19,"2010-02-01","5933433.29"
19,"2010-03-01","5723697.57"
19,"2010-04-01","7454797.16"
19,"2010-05-01","6030138.01"
19,"2010-06-01","5837419.14"
19,"2010-07-01","7277156.61"
19,"2010-08-01","5887359.32"
19,"2010-09-01","5920105.92"
19,"2010-10-01","6939465.84"
19,"2010-11-01","6296576.04"
19,"2010-12-01","9280379.74"
19,"2011-01-01","4902533.85"
19,"2011-02-01","5555341.85"
19,"2011-03-01","5309557.18"
19,"2011-04-01","6929481.69"
19,"2011-05-01","5624884.42"
19,"2011-06-01","5784578.70"
19,"2011-07-01","6995697.34"
19,"2011-08-01","5709459.93"
19,"2011-09-01","7173430.32"
19,"2011-10-01","5552099.86"
19,"2011-11-01","6368850.92"
19,"2011-12-01","8935984.12"
19,"2012-01-01","4965497.09"
19,"2012-02-01","5621998.68"
19,"2012-03-01","6650036.51"
19,"2012-04-01","5537820.64"
19,"2012-05-01","5700358.04"
19,"2012-06-01","7129121.56"
19,"2012-07-01","5445450.14"
19,"2012-08-01","7213506.17"
19,"2012-09-01","5544598.54"
19,"2012-10-01","5404045.91"
20,"2010-02-01","8570247.08"
20,"2010-03-01","7976779.94"
20,"2010-04-01","10196891.70"
20,"2010-05-01","8130135.85"
20,"2010-06-01","8369148.64"
20,"2010-07-01","10139247.27"
20,"2010-08-01","7902943.96"
20,"2010-09-01","7874563.63"
20,"2010-10-01","9730556.14"
20,"2010-11-01","9288774.87"
20,"2010-12-01","13553791.64"
20,"2011-01-01","7270688.30"
20,"2011-02-01","8759755.97"
20,"2011-03-01","7890737.23"
20,"2011-04-01","10208105.81"
20,"2011-05-01","8025436.20"
20,"2011-06-01","8333326.32"
20,"2011-07-01","10026174.71"
20,"2011-08-01","8165195.16"
20,"2011-09-01","10005245.96"
20,"2011-10-01","8315753.89"
20,"2011-11-01","9630249.52"
20,"2011-12-01","13206333.29"
20,"2012-01-01","7530005.03"
20,"2012-02-01","9021364.19"
20,"2012-03-01","10420238.57"
20,"2012-04-01","8381587.75"
20,"2012-05-01","8485819.26"
20,"2012-06-01","10656790.31"
20,"2012-07-01","8374464.81"
20,"2012-08-01","10351645.31"
20,"2012-09-01","8165416.86"
20,"2012-10-01","8440377.29"
21,"2010-02-01","3224795.81"
21,"2010-03-01","2873324.74"
21,"2010-04-01","3620185.31"
21,"2010-05-01","2977105.28"
21,"2010-06-01","3145271.07"
21,"2010-07-01","3662946.43"
21,"2010-08-01","3237624.22"
21,"2010-09-01","2757857.53"
21,"2010-10-01","3493575.03"
21,"2010-11-01","3457602.64"
21,"2010-12-01","5180820.21"
21,"2011-01-01","2593761.21"
21,"2011-02-01","3021142.52"
21,"2011-03-01","3107037.94"
21,"2011-04-01","3829782.07"
21,"2011-05-01","2962361.40"
21,"2011-06-01","3162795.88"
21,"2011-07-01","3782707.46"
21,"2011-08-01","3237222.29"
21,"2011-09-01","3346957.06"
21,"2011-10-01","2802679.96"
21,"2011-11-01","3481005.73"
21,"2011-12-01","4907430.42"
21,"2012-01-01","2533800.02"
21,"2012-02-01","3033140.81"
21,"2012-03-01","3741366.85"
21,"2012-04-01","2940964.11"
21,"2012-05-01","2771036.26"
21,"2012-06-01","3582595.98"
21,"2012-07-01","2730135.42"
21,"2012-08-01","3711892.87"
21,"2012-09-01","2585571.03"
21,"2012-10-01","2621383.36"
22,"2010-02-01","3943817.71"
22,"2010-03-01","3954608.82"
22,"2010-04-01","5158758.26"
22,"2010-05-01","4110276.90"
22,"2010-06-01","4304651.18"
22,"2010-07-01","5146203.80"
22,"2010-08-01","4101889.97"
22,"2010-09-01","3819775.50"
22,"2010-10-01","4862205.04"
22,"2010-11-01","4600985.50"
22,"2010-12-01","6862107.73"
22,"2011-01-01","3335860.39"
22,"2011-02-01","3842477.60"
22,"2011-03-01","3801895.89"
22,"2011-04-01","5008107.80"
22,"2011-05-01","4025510.97"
22,"2011-06-01","4241077.22"
22,"2011-07-01","4966138.39"
22,"2011-08-01","4129832.38"
22,"2011-09-01","4707766.86"
22,"2011-10-01","4018692.89"
22,"2011-11-01","4701752.81"
22,"2011-12-01","6775598.73"
22,"2012-01-01","3434282.44"
22,"2012-02-01","3910644.18"
22,"2012-03-01","4891318.00"
22,"2012-04-01","4059490.71"
22,"2012-05-01","4036861.34"
22,"2012-06-01","5391542.01"
22,"2012-07-01","3986848.10"
22,"2012-08-01","5045521.49"
22,"2012-09-01","3812770.12"
22,"2012-10-01","4086377.84"
23,"2010-02-01","5263911.35"
23,"2010-03-01","5258969.01"
23,"2010-04-01","6684323.64"
23,"2010-05-01","5567190.21"
23,"2010-06-01","5876781.38"
23,"2010-07-01","7033181.07"
23,"2010-08-01","5787883.45"
23,"2010-09-01","4936150.31"
23,"2010-10-01","5689945.98"
23,"2010-11-01","5978753.08"
23,"2010-12-01","9632015.83"
23,"2011-01-01","4333154.25"
23,"2011-02-01","4986113.70"
23,"2011-03-01","4695536.28"
23,"2011-04-01","6315886.08"
23,"2011-05-01","5314398.73"
23,"2011-06-01","5913747.04"
23,"2011-07-01","6914427.60"
23,"2011-08-01","5887979.55"
23,"2011-09-01","6705595.42"
23,"2011-10-01","5569504.88"
23,"2011-11-01","6268068.60"
23,"2011-12-01","9369121.66"
23,"2012-01-01","4366582.41"
23,"2012-02-01","5258811.70"
23,"2012-03-01","6424060.47"
23,"2012-04-01","5402016.40"
23,"2012-05-01","5525181.13"
23,"2012-06-01","7561685.29"
23,"2012-07-01","5634563.38"
23,"2012-08-01","7643059.26"
23,"2012-09-01","5363866.51"
23,"2012-10-01","5588152.20"
24,"2010-02-01","5346917.96"
24,"2010-03-01","5202550.38"
24,"2010-04-01","6650161.81"
24,"2010-05-01","5513839.38"
24,"2010-06-01","5695369.05"
24,"2010-07-01","7368845.52"
24,"2010-08-01","5552429.92"
24,"2010-09-01","5283588.92"
24,"2010-10-01","6357826.15"
24,"2010-11-01","5654662.13"
24,"2010-12-01","8264457.02"
24,"2011-01-01","4580473.64"
24,"2011-02-01","5161694.11"
24,"2011-03-01","4927303.61"
24,"2011-04-01","6253296.34"
24,"2011-05-01","5197015.93"
24,"2011-06-01","5553889.43"
24,"2011-07-01","7038520.93"
24,"2011-08-01","5574846.79"
24,"2011-09-01","6429715.70"
24,"2011-10-01","5329935.60"
24,"2011-11-01","5869710.33"
24,"2011-12-01","8022574.46"
24,"2012-01-01","4616460.35"
24,"2012-02-01","5282761.07"
24,"2012-03-01","6230959.28"
24,"2012-04-01","5213507.21"
24,"2012-05-01","5368650.87"
24,"2012-06-01","7102060.83"
24,"2012-07-01","5752211.67"
24,"2012-08-01","6983684.94"
24,"2012-09-01","5240481.11"
24,"2012-10-01","5395618.84"
25,"2010-02-01","2565372.89"
25,"2010-03-01","2682853.49"
25,"2010-04-01","3651901.68"
25,"2010-05-01","2919098.68"
25,"2010-06-01","3019332.72"
25,"2010-07-01","3553412.11"
25,"2010-08-01","2821498.58"
25,"2010-09-01","2578321.24"
25,"2010-10-01","3285120.94"
25,"2010-11-01","3242861.95"
25,"2010-12-01","4816493.46"
25,"2011-01-01","2299697.72"
25,"2011-02-01","2460950.60"
25,"2011-03-01","2460458.45"
25,"2011-04-01","3347379.79"
25,"2011-05-01","2740574.97"
25,"2011-06-01","2894454.90"
25,"2011-07-01","3424492.51"
25,"2011-08-01","2762217.79"
25,"2011-09-01","3261794.11"
25,"2011-10-01","2733557.81"
25,"2011-11-01","3282365.67"
25,"2011-12-01","4766461.40"
25,"2012-01-01","2435482.61"
25,"2012-02-01","2569349.85"
25,"2012-03-01","3282252.39"
25,"2012-04-01","2766772.26"
25,"2012-05-01","2936866.09"
25,"2012-06-01","3619373.74"
